Date,Product ID,Product Type,Size,Color,Quantity Sold,Sales Channel,Marketing Channel,Revenue,Production Time,Cost per Unit,Customer Satisfaction,Product Rating,Customer Comments,Material Type,Printing Method,Discount Applied,Estimated Delivery Date,Supplier,Shipping Cost,Customer Location,Payment Method,Internal Comments,Order Number
2025-06-01,2674,Hoodie,S,Black,8,Fair,Social Media,46.57,4.97,9.43,3.83,3.95,Not satisfied,Blend,Embroidery,Yes,2025-06-02,Supplier B,3.74,City C,PayPal,Urgent,724077
2025-06-02,7915,Long Sleeve,L,Black,4,Social Media,Email,32.78,4.52,14.38,1.21,1.9,Fast delivery,Blend,Screen Printing,Yes,2025-06-03,Supplier C,8.66,City A,Credit Card,Special instructions,601921
2025-06-03,8781,Hoodie,XL,White,2,Online,Social Media,94.99,1.27,14.53,3.57,2.08,Will buy again,Polyester,Sublimation,Yes,2025-06-04,Supplier C,9.12,City C,Bank Transfer,Handled with care,339435
2025-06-04,6726,Long Sleeve,S,Red,1,Social Media,Email,91.01,1.92,12.68,1.63,3.96,Fast delivery,Polyester,Screen Printing,No,2025-06-05,Supplier B,3.12,City A,Credit Card,Handled with care,981550
2025-06-05,2659,Hoodie,M,Green,7,Online,Organic Search,89.99,3.57,7.4,2.21,4.23,Not satisfied,Polyester,Embroidery,No,2025-06-06,Supplier C,10.6,City C,Bank Transfer,Urgent,848587
2025-06-06,8326,Hoodie,S,Red,2,Social Media,Organic Search,56.46,1.8,15.88,4.72,1.8,Will buy again,Blend,Sublimation,Yes,2025-06-07,Supplier A,4.39,City A,Credit Card,Urgent,289336
2025-06-07,6323,Short Sleeve,XL,Black,6,Fair,Organic Search,83.17,3.15,9.79,1.21,2.23,Not satisfied,Blend,Screen Printing,Yes,2025-06-08,Supplier B,4.37,City B,Credit Card,Urgent,256763
2025-06-08,4549,Hoodie,XL,Blue,5,Online,Social Media,48.83,1.66,10.82,4.45,1.03,Not satisfied,Blend,Embroidery,No,2025-06-09,Supplier A,4.74,City C,PayPal,Urgent,110004
2025-06-09,8484,Hoodie,L,Green,7,Social Media,Organic Search,88.85,3.69,17.77,3.2,2.54,Will buy again,Blend,Screen Printing,Yes,2025-06-10,Supplier C,5.19,City B,Bank Transfer,Special instructions,918974
2025-06-10,7835,Hoodie,M,Red,4,Online,Email,92.52,3.12,15.22,1.13,4.6,Good quality,Blend,Sublimation,Yes,2025-06-11,Supplier B,7.56,City B,Bank Transfer,Special instructions,973230
2025-06-11,7388,Short Sleeve,XL,Blue,2,Social Media,Social Media,63.06,4.88,6.24,4.02,2.61,Good quality,Polyester,Screen Printing,No,2025-06-12,Supplier C,5.11,City A,Credit Card,Handled with care,592204
2025-06-12,1243,Tank Top,L,Black,8,Social Media,Social Media,58.1,1.54,13.48,4.43,4.04,Good quality,Cotton,Screen Printing,No,2025-06-13,Supplier C,5.78,City B,Bank Transfer,Handled with care,286462
2025-06-13,3581,Tank Top,M,Blue,8,Online,Email,62.62,3.12,6.3,2.83,1.23,Not satisfied,Blend,Screen Printing,Yes,2025-06-14,Supplier C,5.07,City C,PayPal,Handled with care,661151
2025-06-14,4215,Short Sleeve,M,Red,9,Fair,Social Media,39.05,2.25,14.68,4.17,3.35,Will buy again,Blend,Embroidery,Yes,2025-06-15,Supplier A,4.06,City A,Bank Transfer,Handled with care,562992
2025-06-15,3800,Hoodie,XL,Green,1,Online,Social Media,27.35,3.45,10.92,4.64,4.82,Not satisfied,Cotton,Screen Printing,No,2025-06-16,Supplier A,6.62,City A,PayPal,Special instructions,117023
2025-06-16,7410,Hoodie,M,Red,1,Fair,Email,50.95,1.81,17.19,3.27,4.94,Will buy again,Polyester,Embroidery,Yes,2025-06-17,Supplier B,4.71,City B,PayPal,Urgent,946208
2025-06-17,2681,Long Sleeve,M,Blue,3,Social Media,Organic Search,82.73,4.7,16.7,4.67,3.31,Good quality,Blend,Embroidery,No,2025-06-18,Supplier A,10.18,City B,PayPal,Handled with care,331035
2025-06-18,4047,Tank Top,L,Blue,7,Online,Social Media,74.54,2.75,20.0,2.67,1.06,Not satisfied,Blend,Screen Printing,Yes,2025-06-19,Supplier A,7.69,City B,Credit Card,Handled with care,443795
2025-06-19,1797,Hoodie,S,Red,2,Online,Email,87.27,2.73,9.49,4.25,4.36,Not satisfied,Polyester,Sublimation,Yes,2025-06-20,Supplier B,4.13,City B,PayPal,Special instructions,219472
2025-06-20,8363,Hoodie,M,Red,6,Fair,Social Media,56.12,4.15,7.63,4.12,3.94,Fast delivery,Cotton,Sublimation,Yes,2025-06-21,Supplier B,6.56,City B,Credit Card,Special instructions,581707
2025-06-21,5560,Tank Top,L,Red,2,Fair,Email,29.94,4.63,7.78,3.88,1.1,Good quality,Polyester,Sublimation,No,2025-06-22,Supplier C,3.58,City A,Bank Transfer,Handled with care,337439
2025-06-22,3274,Hoodie,L,Blue,8,Online,Social Media,61.81,2.98,13.98,2.65,4.03,Not satisfied,Blend,Sublimation,Yes,2025-06-23,Supplier C,12.13,City C,PayPal,Handled with care,208676
2025-06-23,9637,Short Sleeve,L,White,4,Online,Organic Search,23.16,4.09,10.02,2.87,3.88,Fast delivery,Polyester,Screen Printing,No,2025-06-24,Supplier A,10.96,City C,Bank Transfer,Urgent,659300
2025-06-24,2655,Hoodie,XL,Red,4,Social Media,Email,54.47,1.58,18.6,1.84,1.39,Fast delivery,Blend,Screen Printing,No,2025-06-25,Supplier B,6.13,City C,Credit Card,Urgent,850226
2025-06-25,3422,Hoodie,XL,Black,3,Online,Organic Search,36.11,2.01,6.19,2.11,3.15,Good quality,Polyester,Embroidery,No,2025-06-26,Supplier B,9.97,City B,Credit Card,Special instructions,101571
2025-06-26,2781,Tank Top,S,Blue,5,Online,Email,87.54,3.77,16.47,3.73,3.2,Good quality,Blend,Embroidery,No,2025-06-27,Supplier B,11.55,City A,PayPal,Special instructions,504370
2025-06-27,7437,Short Sleeve,XL,White,6,Online,Social Media,30.31,4.71,12.35,2.3,4.58,Good quality,Cotton,Embroidery,No,2025-06-28,Supplier B,6.23,City C,Credit Card,Handled with care,892507
2025-06-28,2307,Long Sleeve,L,Green,5,Social Media,Social Media,57.97,1.47,14.56,3.9,2.77,Good quality,Blend,Embroidery,Yes,2025-06-29,Supplier A,14.05,City C,Bank Transfer,Handled with care,875596
2025-06-29,6718,Tank Top,L,White,7,Fair,Social Media,50.81,1.54,13.82,3.5,3.24,Good quality,Cotton,Sublimation,No,2025-06-30,Supplier A,14.34,City A,PayPal,Handled with care,522740
2025-06-30,2631,Long Sleeve,S,Green,9,Online,Social Media,87.63,4.9,12.95,2.43,3.2,Not satisfied,Cotton,Screen Printing,Yes,2025-07-01,Supplier A,10.78,City A,Bank Transfer,Handled with care,208507
2025-07-01,4384,Long Sleeve,L,White,1,Online,Email,64.93,1.36,15.48,1.67,3.08,Will buy again,Cotton,Sublimation,Yes,2025-07-02,Supplier A,6.19,City A,Bank Transfer,Urgent,200084
2025-07-02,7941,Short Sleeve,XL,Blue,7,Social Media,Email,58.0,1.17,13.19,2.28,4.41,Good quality,Cotton,Sublimation,No,2025-07-03,Supplier A,11.87,City C,Bank Transfer,Handled with care,587593
2025-07-03,3015,Long Sleeve,L,Black,8,Online,Social Media,67.7,3.13,18.84,2.46,4.79,Fast delivery,Cotton,Embroidery,No,2025-07-04,Supplier B,13.84,City A,Bank Transfer,Special instructions,859627
2025-07-04,6538,Short Sleeve,S,Blue,7,Fair,Organic Search,38.57,1.9,13.28,3.58,4.66,Will buy again,Blend,Embroidery,No,2025-07-05,Supplier C,11.38,City B,PayPal,Handled with care,448576
2025-07-05,9378,Hoodie,S,White,6,Social Media,Social Media,61.71,2.19,18.79,1.25,1.79,Not satisfied,Polyester,Sublimation,Yes,2025-07-06,Supplier B,10.52,City B,Credit Card,Urgent,303559
2025-07-06,7015,Short Sleeve,S,White,5,Social Media,Organic Search,48.0,3.47,17.1,4.46,4.47,Good quality,Blend,Embroidery,Yes,2025-07-07,Supplier A,9.83,City B,Bank Transfer,Urgent,130727
2025-07-07,4966,Tank Top,M,Green,8,Online,Email,28.71,2.4,17.71,3.5,2.27,Good quality,Blend,Sublimation,Yes,2025-07-08,Supplier C,6.22,City B,PayPal,Special instructions,106899
2025-07-08,5049,Long Sleeve,XL,Red,4,Online,Email,83.32,4.98,18.46,1.21,1.05,Good quality,Polyester,Embroidery,Yes,2025-07-09,Supplier A,6.25,City A,Bank Transfer,Handled with care,793301
2025-07-09,6596,Short Sleeve,S,Blue,7,Fair,Social Media,48.86,1.91,8.04,2.01,3.13,Not satisfied,Polyester,Embroidery,No,2025-07-10,Supplier A,8.64,City A,Credit Card,Handled with care,257481
2025-07-10,8824,Tank Top,M,Green,4,Social Media,Social Media,42.31,4.46,10.14,1.6,1.38,Not satisfied,Polyester,Embroidery,No,2025-07-11,Supplier A,14.0,City C,Bank Transfer,Urgent,653241
2025-07-11,6691,Short Sleeve,XL,White,8,Social Media,Social Media,20.05,4.5,18.49,3.33,3.0,Fast delivery,Blend,Screen Printing,No,2025-07-12,Supplier B,3.92,City C,Credit Card,Handled with care,191093
2025-07-12,2004,Long Sleeve,M,White,9,Social Media,Email,23.04,2.75,7.24,3.28,3.96,Fast delivery,Cotton,Screen Printing,Yes,2025-07-13,Supplier B,7.84,City B,PayPal,Urgent,592342
2025-07-13,6127,Long Sleeve,XL,Red,5,Social Media,Social Media,40.15,4.99,12.35,2.46,4.38,Not satisfied,Polyester,Embroidery,Yes,2025-07-14,Supplier A,3.11,City C,Credit Card,Urgent,493513
2025-07-14,4796,Tank Top,XL,Blue,9,Social Media,Social Media,46.36,2.13,6.57,4.04,2.29,Fast delivery,Cotton,Sublimation,No,2025-07-15,Supplier B,9.06,City C,Credit Card,Special instructions,384960
2025-07-15,5843,Tank Top,XL,White,3,Fair,Organic Search,75.93,1.36,7.29,1.25,4.36,Good quality,Blend,Sublimation,No,2025-07-16,Supplier C,10.25,City B,Bank Transfer,Special instructions,436750
2025-07-16,4293,Tank Top,S,Black,7,Fair,Email,49.48,3.27,13.83,4.31,1.23,Fast delivery,Cotton,Screen Printing,Yes,2025-07-17,Supplier C,11.61,City C,Credit Card,Handled with care,121001
2025-07-17,2064,Tank Top,XL,Red,7,Fair,Social Media,83.72,1.03,10.94,4.55,3.46,Fast delivery,Polyester,Screen Printing,No,2025-07-18,Supplier C,14.44,City B,Credit Card,Urgent,416031
2025-07-18,9404,Tank Top,M,Red,6,Social Media,Organic Search,66.97,2.9,11.36,1.74,2.4,Fast delivery,Polyester,Screen Printing,No,2025-07-19,Supplier B,9.63,City C,Credit Card,Handled with care,191373
2025-07-19,5199,Long Sleeve,L,Green,8,Fair,Organic Search,48.05,4.35,12.62,4.76,3.2,Will buy again,Blend,Screen Printing,Yes,2025-07-20,Supplier A,12.89,City B,PayPal,Urgent,922697
2025-07-20,9772,Hoodie,L,Green,9,Social Media,Social Media,32.59,2.68,14.91,3.93,1.77,Will buy again,Cotton,Embroidery,Yes,2025-07-21,Supplier A,10.36,City B,Credit Card,Handled with care,812682
2025-07-21,9686,Tank Top,XL,Green,3,Fair,Email,20.11,1.82,12.49,4.57,1.92,Will buy again,Polyester,Embroidery,Yes,2025-07-22,Supplier B,13.09,City B,Credit Card,Special instructions,609511
2025-07-22,8116,Hoodie,S,White,3,Online,Organic Search,50.65,2.02,10.13,4.17,4.35,Not satisfied,Blend,Sublimation,No,2025-07-23,Supplier A,13.57,City B,Credit Card,Special instructions,220121
2025-07-23,5080,Tank Top,XL,Red,1,Online,Email,52.54,4.66,7.89,1.27,4.19,Will buy again,Blend,Screen Printing,Yes,2025-07-24,Supplier C,5.18,City A,PayPal,Handled with care,853969
2025-07-24,3596,Tank Top,M,Blue,9,Social Media,Organic Search,49.11,3.65,11.97,1.99,4.42,Fast delivery,Polyester,Sublimation,No,2025-07-25,Supplier C,14.95,City C,PayPal,Handled with care,575244
2025-07-25,1165,Tank Top,L,Black,2,Fair,Organic Search,84.19,1.65,10.63,4.4,2.91,Will buy again,Polyester,Embroidery,No,2025-07-26,Supplier B,13.21,City A,Credit Card,Handled with care,982383
2025-07-26,9926,Long Sleeve,M,White,8,Online,Email,27.64,2.85,17.23,1.19,3.65,Not satisfied,Blend,Embroidery,No,2025-07-27,Supplier C,4.69,City C,Bank Transfer,Urgent,690624
2025-07-27,1373,Hoodie,M,White,6,Social Media,Organic Search,29.19,3.46,5.23,3.84,2.83,Not satisfied,Polyester,Sublimation,Yes,2025-07-28,Supplier A,13.49,City A,Bank Transfer,Handled with care,351703
2025-07-28,8459,Long Sleeve,L,Blue,8,Online,Social Media,38.68,3.02,13.56,3.73,2.0,Good quality,Polyester,Embroidery,No,2025-07-29,Supplier A,4.75,City B,PayPal,Special instructions,491256
2025-07-29,7064,Short Sleeve,S,White,6,Online,Social Media,61.1,4.14,14.28,2.78,1.02,Not satisfied,Blend,Screen Printing,No,2025-07-30,Supplier C,13.21,City C,Credit Card,Special instructions,214446
2025-07-30,6681,Tank Top,M,Blue,7,Social Media,Organic Search,78.07,1.03,19.82,3.3,4.68,Will buy again,Cotton,Sublimation,Yes,2025-07-31,Supplier B,4.94,City C,Bank Transfer,Handled with care,781940
2025-07-31,4257,Tank Top,L,Blue,3,Online,Social Media,92.29,2.12,18.28,2.04,3.79,Fast delivery,Cotton,Screen Printing,Yes,2025-08-01,Supplier C,10.19,City C,PayPal,Special instructions,729528
2025-08-01,5361,Hoodie,S,Red,8,Online,Email,41.37,3.3,12.76,3.36,4.13,Fast delivery,Polyester,Screen Printing,Yes,2025-08-02,Supplier A,12.56,City B,Credit Card,Special instructions,493814
2025-08-02,7194,Long Sleeve,M,White,8,Social Media,Email,30.22,3.16,9.33,3.75,1.3,Not satisfied,Cotton,Screen Printing,No,2025-08-03,Supplier B,8.9,City A,Credit Card,Special instructions,938370
2025-08-03,9177,Long Sleeve,M,White,5,Social Media,Social Media,60.74,1.42,5.15,2.54,4.53,Not satisfied,Cotton,Sublimation,Yes,2025-08-04,Supplier B,5.84,City B,Credit Card,Urgent,930006
2025-08-04,3547,Long Sleeve,M,Black,4,Social Media,Social Media,43.97,1.7,8.61,1.59,1.59,Not satisfied,Polyester,Screen Printing,Yes,2025-08-05,Supplier C,9.07,City C,Bank Transfer,Special instructions,612607
2025-08-05,6156,Tank Top,M,Blue,4,Online,Social Media,98.76,4.01,17.71,4.78,4.37,Fast delivery,Blend,Embroidery,Yes,2025-08-06,Supplier B,13.47,City B,Credit Card,Handled with care,888226
2025-08-06,8454,Hoodie,XL,Black,6,Fair,Email,23.19,3.14,19.6,4.96,4.06,Good quality,Cotton,Screen Printing,No,2025-08-07,Supplier B,6.39,City C,PayPal,Special instructions,221330
2025-08-07,6746,Short Sleeve,S,Black,6,Social Media,Organic Search,35.27,3.56,15.52,1.28,3.96,Fast delivery,Polyester,Embroidery,Yes,2025-08-08,Supplier C,5.77,City C,Bank Transfer,Urgent,523474
2025-08-08,8315,Short Sleeve,M,Black,7,Fair,Social Media,80.28,4.27,14.06,1.22,3.75,Will buy again,Cotton,Screen Printing,Yes,2025-08-09,Supplier C,8.61,City B,PayPal,Urgent,826584
2025-08-09,1035,Long Sleeve,L,Green,2,Fair,Social Media,50.91,3.34,14.09,2.45,1.81,Not satisfied,Cotton,Screen Printing,Yes,2025-08-10,Supplier C,6.56,City B,Credit Card,Handled with care,826667
2025-08-10,5878,Hoodie,XL,Red,3,Online,Email,64.98,2.26,14.75,4.76,3.63,Not satisfied,Blend,Embroidery,No,2025-08-11,Supplier B,12.69,City B,Bank Transfer,Urgent,536787
2025-08-11,7173,Long Sleeve,L,Blue,1,Social Media,Organic Search,85.24,3.09,5.03,2.52,1.43,Good quality,Cotton,Screen Printing,No,2025-08-12,Supplier A,13.25,City A,PayPal,Handled with care,715063
2025-08-12,1060,Long Sleeve,L,White,3,Online,Email,73.35,1.52,10.55,1.92,4.44,Will buy again,Polyester,Sublimation,Yes,2025-08-13,Supplier A,3.22,City A,Credit Card,Handled with care,213451
2025-08-13,8505,Long Sleeve,S,Green,6,Social Media,Social Media,68.28,2.09,9.94,4.9,1.8,Fast delivery,Cotton,Screen Printing,Yes,2025-08-14,Supplier A,11.2,City C,Bank Transfer,Special instructions,232923
2025-08-14,7979,Short Sleeve,L,Green,3,Social Media,Email,74.55,3.62,19.67,1.93,2.76,Fast delivery,Blend,Screen Printing,Yes,2025-08-15,Supplier A,9.73,City C,Bank Transfer,Urgent,206883
2025-08-15,2057,Short Sleeve,XL,Green,1,Fair,Organic Search,25.14,1.16,5.01,3.74,4.62,Not satisfied,Polyester,Sublimation,No,2025-08-16,Supplier C,3.0,City A,Bank Transfer,Special instructions,715367
2025-08-16,5531,Long Sleeve,M,White,4,Online,Email,27.82,1.0,16.05,1.45,4.18,Will buy again,Blend,Screen Printing,No,2025-08-17,Supplier A,7.29,City B,Credit Card,Urgent,399529
2025-08-17,4958,Hoodie,M,Green,9,Fair,Email,68.6,4.55,11.08,3.53,1.15,Good quality,Polyester,Sublimation,Yes,2025-08-18,Supplier B,3.42,City B,Bank Transfer,Urgent,687914
2025-08-18,2435,Short Sleeve,L,Green,4,Online,Organic Search,49.43,4.86,5.97,1.58,2.95,Not satisfied,Cotton,Screen Printing,No,2025-08-19,Supplier C,4.97,City A,Bank Transfer,Handled with care,870014
2025-08-19,4300,Long Sleeve,S,White,2,Fair,Social Media,99.66,4.62,10.41,2.11,3.1,Fast delivery,Cotton,Embroidery,Yes,2025-08-20,Supplier B,4.76,City C,Bank Transfer,Special instructions,639905
2025-08-20,9248,Short Sleeve,S,Red,1,Social Media,Email,85.65,1.86,6.92,2.75,4.34,Fast delivery,Polyester,Sublimation,No,2025-08-21,Supplier B,13.09,City B,Bank Transfer,Handled with care,236402
2025-08-21,7421,Tank Top,M,Green,7,Social Media,Email,94.12,4.02,5.56,4.06,3.39,Will buy again,Blend,Embroidery,No,2025-08-22,Supplier A,14.05,City A,Bank Transfer,Special instructions,179149
2025-08-22,4818,Tank Top,M,Blue,5,Social Media,Organic Search,34.44,2.83,15.25,3.22,1.26,Not satisfied,Polyester,Embroidery,Yes,2025-08-23,Supplier B,9.56,City A,PayPal,Handled with care,112581
2025-08-23,8498,Short Sleeve,L,Red,7,Online,Social Media,69.98,1.28,5.37,1.72,2.68,Fast delivery,Polyester,Sublimation,No,2025-08-24,Supplier B,14.23,City C,Bank Transfer,Handled with care,378551
2025-08-24,3589,Long Sleeve,S,White,5,Social Media,Organic Search,22.23,4.18,5.18,4.02,3.64,Will buy again,Blend,Screen Printing,No,2025-08-25,Supplier A,11.98,City B,Credit Card,Handled with care,857182
2025-08-25,1957,Short Sleeve,L,Red,2,Online,Social Media,78.81,4.23,11.39,3.55,4.95,Good quality,Polyester,Embroidery,No,2025-08-26,Supplier A,6.74,City A,Bank Transfer,Urgent,374680
2025-08-26,6912,Hoodie,M,Red,4,Fair,Social Media,23.38,3.89,6.96,1.08,2.54,Not satisfied,Blend,Screen Printing,No,2025-08-27,Supplier B,12.57,City C,Bank Transfer,Urgent,666188
2025-08-27,5210,Long Sleeve,M,Black,7,Fair,Email,73.93,4.99,11.69,1.26,4.94,Fast delivery,Cotton,Embroidery,Yes,2025-08-28,Supplier B,13.03,City B,PayPal,Special instructions,959752
2025-08-28,7592,Long Sleeve,L,White,3,Fair,Social Media,36.99,4.97,10.49,1.37,3.2,Will buy again,Cotton,Embroidery,Yes,2025-08-29,Supplier C,9.15,City C,PayPal,Special instructions,768089
2025-08-29,4940,Long Sleeve,S,Red,9,Social Media,Social Media,67.3,1.72,6.53,2.0,2.86,Good quality,Polyester,Embroidery,Yes,2025-08-30,Supplier A,5.32,City B,Credit Card,Handled with care,364538
2025-08-30,1769,Long Sleeve,M,White,9,Online,Email,42.08,4.18,14.6,2.11,2.66,Will buy again,Cotton,Sublimation,Yes,2025-08-31,Supplier A,3.85,City B,Credit Card,Handled with care,306380
2025-08-31,5354,Hoodie,M,Green,3,Social Media,Email,21.79,3.64,14.75,3.71,3.32,Good quality,Blend,Sublimation,Yes,2025-09-01,Supplier C,10.68,City C,Credit Card,Special instructions,239645
2025-09-01,2858,Short Sleeve,S,White,4,Social Media,Social Media,74.84,3.91,14.67,3.6,2.71,Will buy again,Cotton,Screen Printing,No,2025-09-02,Supplier A,5.19,City B,PayPal,Urgent,558565
2025-09-02,4834,Short Sleeve,M,Red,3,Social Media,Social Media,55.89,4.96,17.97,4.49,2.53,Good quality,Blend,Screen Printing,Yes,2025-09-03,Supplier C,13.78,City C,PayPal,Handled with care,639284
2025-09-03,6580,Tank Top,S,White,2,Online,Social Media,77.94,4.35,5.1,4.26,4.91,Will buy again,Blend,Embroidery,Yes,2025-09-04,Supplier B,9.49,City A,PayPal,Handled with care,168657
2025-09-04,4742,Long Sleeve,S,Black,2,Online,Organic Search,24.5,2.57,5.42,4.15,2.98,Will buy again,Polyester,Screen Printing,Yes,2025-09-05,Supplier C,5.97,City C,PayPal,Urgent,540646
2025-09-05,2575,Tank Top,M,Black,6,Social Media,Email,62.42,4.75,12.85,3.36,4.12,Fast delivery,Blend,Embroidery,Yes,2025-09-06,Supplier C,3.76,City B,PayPal,Urgent,177107
2025-09-06,6709,Hoodie,L,Black,7,Social Media,Social Media,24.34,4.5,11.99,1.43,3.03,Fast delivery,Blend,Embroidery,No,2025-09-07,Supplier C,10.36,City B,PayPal,Handled with care,641893
2025-09-07,3993,Short Sleeve,M,White,2,Online,Social Media,31.51,3.82,19.86,3.75,1.93,Will buy again,Cotton,Sublimation,No,2025-09-08,Supplier B,7.87,City B,PayPal,Handled with care,745261
2025-09-08,2306,Short Sleeve,M,Red,8,Social Media,Email,82.75,4.75,10.36,2.21,4.79,Good quality,Polyester,Sublimation,No,2025-09-09,Supplier B,6.05,City A,PayPal,Urgent,119843
2025-09-09,2164,Long Sleeve,M,Green,7,Online,Social Media,38.29,2.85,10.84,4.13,4.53,Not satisfied,Polyester,Embroidery,Yes,2025-09-10,Supplier C,8.12,City B,Credit Card,Special instructions,339712
2025-09-10,4313,Short Sleeve,XL,Blue,3,Fair,Social Media,27.47,3.85,17.54,2.47,1.57,Fast delivery,Polyester,Embroidery,Yes,2025-09-11,Supplier C,13.03,City C,PayPal,Urgent,769749
2025-09-11,1960,Hoodie,M,Green,3,Fair,Social Media,31.34,1.02,14.35,1.54,4.54,Good quality,Cotton,Sublimation,No,2025-09-12,Supplier C,11.01,City C,Credit Card,Urgent,817084
2025-09-12,4492,Hoodie,L,Black,7,Social Media,Social Media,31.31,3.27,6.07,3.42,1.79,Not satisfied,Blend,Screen Printing,No,2025-09-13,Supplier B,3.99,City C,PayPal,Handled with care,711121
2025-09-13,4946,Long Sleeve,L,Red,9,Online,Organic Search,87.51,3.89,5.86,4.53,3.27,Fast delivery,Polyester,Sublimation,Yes,2025-09-14,Supplier A,11.3,City A,PayPal,Handled with care,317599
2025-09-14,7432,Tank Top,L,White,6,Online,Social Media,67.2,2.53,12.93,1.7,4.72,Good quality,Polyester,Screen Printing,No,2025-09-15,Supplier B,14.29,City C,Credit Card,Handled with care,880087
2025-09-15,8452,Long Sleeve,S,White,7,Social Media,Social Media,83.39,4.47,10.95,2.18,3.26,Good quality,Blend,Sublimation,No,2025-09-16,Supplier C,14.48,City A,Credit Card,Handled with care,625756
2025-09-16,3780,Hoodie,XL,Red,6,Social Media,Email,40.58,2.94,16.03,2.06,1.85,Not satisfied,Blend,Embroidery,Yes,2025-09-17,Supplier B,5.74,City A,Credit Card,Handled with care,860126
2025-09-17,2229,Short Sleeve,XL,Red,3,Online,Organic Search,70.11,2.13,14.42,4.13,2.06,Not satisfied,Cotton,Embroidery,No,2025-09-18,Supplier B,10.09,City B,PayPal,Urgent,473051
2025-09-18,7703,Short Sleeve,L,Black,9,Fair,Email,91.91,3.2,5.0,1.61,3.71,Not satisfied,Cotton,Sublimation,No,2025-09-19,Supplier A,9.79,City B,Bank Transfer,Handled with care,562309
2025-09-19,5745,Short Sleeve,XL,Black,6,Social Media,Social Media,62.72,4.62,5.25,2.76,3.99,Will buy again,Blend,Screen Printing,Yes,2025-09-20,Supplier A,12.66,City A,PayPal,Special instructions,708058
